language,article,timestamp,views
pl,Windows Home Server,2024-11-01T00:00:00,71
pl,Windows Home Server,2024-12-01T00:00:00,66
pl,Windows Home Server,2025-01-01T00:00:00,106
pl,Windows Home Server,2025-02-01T00:00:00,71
pl,Windows Home Server,2025-03-01T00:00:00,68
pl,Windows Home Server,2025-04-01T00:00:00,100
pl,Windows Home Server,2025-05-01T00:00:00,48
pl,Windows Home Server,2025-06-01T00:00:00,40
pl,Windows Home Server,2025-07-01T00:00:00,56
pl,Windows Home Server,2025-08-01T00:00:00,41
pl,Windows Home Server,2025-09-01T00:00:00,69
pl,Windows Home Server,2025-10-01T00:00:00,99
pl,Windows Home Server,2025-11-01T00:00:00,55
pl,Windows Home Server,2025-12-01T00:00:00,56
pl,Windows Home Server,2026-01-01T00:00:00,63
pl,Windows Home Server,2026-02-01T00:00:00,54
pl,Windows Home Server,2026-03-01T00:00:00,43
pl,Windows Home Server,2026-04-01T00:00:00,49
pl,Windows Home Server,2026-05-01T00:00:00,22
pl,Windows Home Server,2026-06-01T00:00:00,44
pl,Windows Home Server,2026-07-01T00:00:00,81
pl,Windows Home Server,2026-08-01T00:00:00,240
